criterion,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,score,total time
gini, None, sqrt, 100, 2, 500, 0.330 , 1.0min
gini, None, sqrt, 100, 5, 200, 0.342 ,  24.9s
gini, None, sqrt, 100, 5, 1000, 0.330 , 2.0min
gini, None, sqrt, 100, 20, 1000, 0.348 , 2.0min
gini, None, log2, 1, 5, 200, 0.602 ,  30.9s
gini, None, log2, 1, 5, 1000, 0.648 , 2.7min
gini, None, log2, 1, 20, 500, 0.618 , 1.3min
gini, None, log2, 5, 2, 500, 0.566 , 1.3min
gini, None, log2, 5, 5, 500, 0.566 , 1.3min
gini, None, log2, 5, 10, 200, 0.550 ,  30.1s
gini, None, log2, 5, 10, 1000, 0.573 , 2.6min
gini, None, log2, 20, 2, 1000, 0.520 , 2.3min
gini, None, log2, 20, 10, 500, 0.530 , 1.2min
gini, None, None, 1, 2, 200, 0.609 , 1.2min
gini, None, None, 1, 5, 200, 0.653 , 1.3min
gini, None, None, 1, 5, 500, 0.657 , 3.1min
gini, None, None, 1, 10, 500, 0.686 , 3.1min
gini, None, None, 1, 20, 200, 0.650 , 1.2min
gini, None, None, 5, 2, 200, 0.632 , 1.3min
gini, None, None, 5, 2, 200, 0.609 , 1.1min
gini, None, None, 5, 2, 1000, 0.632 , 5.8min
gini, None, None, 5, 10, 500, 0.631 , 3.0min
gini, None, None, 5, 20, 500, 0.593 , 2.9min
gini, None, None, 20, 2, 200, 0.557 , 1.0min
gini, None, None, 20, 2, 1000, 0.556 , 5.4min
gini, None, None, 20, 10, 1000, 0.560 , 5.5min
gini, None, None, 50, 2, 500, 0.528 , 2.6min
gini, None, None, 50, 5, 500, 0.529 , 2.6min
gini, None, None, 50, 10, 200, 0.517 ,  58.7s
gini, None, None, 50, 10, 1000, 0.524 , 5.0min
gini, None, None, 100, 2, 1000, 0.475 , 4.7min
gini, None, None, 100, 10, 500, 0.474 , 2.4min
gini, None, None, 100, 20, 200, 0.472 ,  54.9s
gini, None, None, 100, 20, 1000, 0.470 , 4.5min
gini, None, sqrt, 1, 5, 1000, 0.625 , 2.6min
gini, None, sqrt, 5, 2, 200, 0.588 ,  35.2s
gini, None, sqrt, 5, 2, 200, 0.550 ,  30.2s
gini, None, sqrt, 5, 2, 1000, 0.576 , 2.5min
gini, None, sqrt, 5, 10, 1000, 0.566 , 2.5min
gini, None, sqrt, 20, 2, 500, 0.521 , 1.2min
gini, None, sqrt, 20, 5, 500, 0.539 , 1.2min
gini, None, sqrt, 20, 10, 200, 0.521 ,  27.5s
gini, None, sqrt, 20, 10, 1000, 0.530 , 2.3min
gini, None, sqrt, 50, 2, 1000, 0.445 , 2.1min
gini, None, sqrt, 50, 10, 500, 0.446 , 1.1min
gini, None, sqrt, 50, 20, 500, 0.468 , 1.1min
gini, None, sqrt, 100, 2, 200, 0.349 ,  23.0s
gini, None, sqrt, 100, 2, 1000, 0.341 , 2.0min
gini, None, sqrt, 100, 10, 1000, 0.337 , 2.0min
gini, None, log2, 1, 2, 200, 0.618 ,  32.0s
gini, None, log2, 1, 5, 200, 0.659 ,  34.7s
gini, None, log2, 1, 5, 200, 0.646 ,  31.7s
gini, None, log2, 1, 5, 1000, 0.630 , 2.6min
gini, None, log2, 1, 20, 1000, 0.623 , 2.5min
gini, None, log2, 5, 5, 200, 0.549 ,  29.3s
gini, None, log2, 5, 5, 1000, 0.574 , 2.5min
gini, None, log2, 5, 20, 1000, 0.583 , 2.4min
gini, None, log2, 20, 5, 200, 0.530 ,  27.5s
gini, None, log2, 20, 10, 200, 0.538 ,  33.1s
gini, None, log2, 20, 10, 200, 0.527 ,  27.6s
gini, None, None, 1, 2, 500, 0.674 , 3.1min
gini, None, None, 1, 10, 200, 0.684 , 1.3min
gini, None, None, 1, 10, 200, 0.633 , 1.3min
gini, None, None, 1, 10, 500, 0.664 , 3.1min
gini, None, None, 1, 20, 500, 0.692 , 3.1min
gini, None, None, 5, 2, 200, 0.682 , 1.2min
gini, None, None, 5, 2, 1000, 0.629 , 5.8min
gini, None, None, 5, 10, 1000, 0.633 , 5.7min
gini, None, None, 20, 2, 1000, 0.563 , 5.5min
gini, None, None, 20, 10, 500, 0.560 , 2.7min
gini, None, None, 20, 20, 200, 0.553 , 1.1min
gini, None, None, 20, 20, 1000, 0.556 , 5.4min
gini, None, None, 50, 5, 1000, 0.517 , 4.9min
gini, None, None, 50, 20, 500, 0.533 , 2.5min
gini, None, None, 100, 2, 500, 0.472 , 2.4min
gini, None, None, 100, 5, 500, 0.496 , 2.4min
gini, None, None, 100, 10, 200, 0.472 ,  54.6s
gini, None, None, 100, 10, 1000, 0.474 , 4.6min
gini, None, sqrt, 1, 2, 1000, 0.632 , 2.7min
gini, None, sqrt, 1, 10, 500, 0.636 , 1.4min
gini, None, sqrt, 1, 20, 500, 0.638 , 1.3min
gini, None, sqrt, 5, 2, 200, 0.570 ,  29.9s
gini, None, sqrt, 5, 2, 1000, 0.550 , 2.5min
gini, None, sqrt, 5, 10, 500, 0.592 , 1.3min
gini, None, sqrt, 5, 20, 500, 0.568 , 1.3min
gini, None, sqrt, 20, 2, 200, 0.513 ,  26.2s
gini, None, sqrt, 20, 2, 1000, 0.524 , 2.3min
gini, None, sqrt, 20, 10, 1000, 0.540 , 2.3min
gini, None, sqrt, 50, 2, 500, 0.467 , 1.1min
gini, None, sqrt, 50, 5, 200, 0.443 ,  25.1s
gini, None, sqrt, 50, 5, 1000, 0.445 , 2.1min
gini, None, sqrt, 50, 20, 1000, 0.469 , 2.1min
gini, None, sqrt, 100, 5, 500, 0.333 , 1.0min
gini, None, sqrt, 100, 10, 200, 0.360 ,  23.1s
gini, None, sqrt, 100, 10, 1000, 0.330 , 2.0min
gini, None, log2, 1, 2, 1000, 0.581 , 2.7min
gini, None, log2, 1, 10, 500, 0.629 , 1.4min
gini, None, log2, 1, 20, 1000, 0.570 , 2.6min
gini, None, log2, 5, 5, 500, 0.586 , 1.3min
gini, None, log2, 5, 10, 200, 0.572 ,  30.2s
gini, None, log2, 5, 20, 200, 0.566 ,  34.7s
gini, None, log2, 5, 20, 200, 0.567 ,  31.3s
gini, None, log2, 5, 20, 1000, 0.565 , 2.5min
gini, None, log2, 20, 5, 500, 0.526 , 1.2min
gini, None, log2, 20, 10, 500, 0.517 , 1.2min
gini, None, log2, 20, 20, 500, 0.532 , 1.2min
gini, None, log2, 50, 2, 200, 0.458 ,  26.1s
gini, None, None, 1, 2, 1000, 0.642 , 6.0min
gini, None, None, 1, 10, 1000, 0.666 , 6.0min
gini, None, None, 5, 2, 500, 0.655 , 3.0min
gini, None, None, 5, 5, 200, 0.630 , 1.1min
gini, None, None, 5, 5, 1000, 0.685 , 5.8min
gini, None, None, 5, 20, 1000, 0.609 , 5.7min
gini, None, None, 20, 5, 500, 0.555 , 2.7min
gini, None, None, 20, 10, 500, 0.553 , 2.8min
gini, None, None, 20, 20, 500, 0.563 , 2.8min
gini, None, None, 50, 2, 200, 0.518 ,  59.3s
gini, None, None, 50, 2, 1000, 0.524 , 5.1min
gini, None, None, 50, 10, 1000, 0.516 , 5.0min
gini, None, None, 100, 2, 500, 0.468 , 2.4min
gini, None, None, 100, 5, 500, 0.477 , 2.4min
gini, None, None, 100, 10, 200, 0.478 ,  55.1s
gini, None, None, 100, 10, 1000, 0.472 , 4.6min
gini, None, sqrt, 1, 2, 1000, 0.608 , 2.7min
gini, None, sqrt, 1, 10, 500, 0.590 , 1.4min
gini, None, sqrt, 1, 20, 200, 0.596 ,  32.7s
gini, None, sqrt, 1, 20, 1000, 0.622 , 2.5min
gini, None, sqrt, 5, 5, 500, 0.549 , 1.3min
gini, None, sqrt, 5, 10, 200, 0.590 ,  30.0s
gini, None, sqrt, 5, 20, 200, 0.585 ,  35.3s
gini, None, sqrt, 5, 20, 200, 0.566 ,  28.9s
gini, None, sqrt, 5, 20, 1000, 0.550 , 2.5min
gini, None, sqrt, 20, 5, 500, 0.531 , 1.2min
gini, None, sqrt, 20, 10, 500, 0.523 , 1.2min
gini, None, sqrt, 20, 20, 200, 0.528 ,  26.7s
gini, None, sqrt, 50, 2, 200, 0.473 ,  29.9s
gini, None, sqrt, 50, 2, 200, 0.469 ,  28.1s
gini, None, sqrt, 50, 2, 1000, 0.471 , 2.2min
gini, None, sqrt, 50, 10, 500, 0.438 , 1.1min
gini, None, sqrt, 50, 20, 500, 0.469 , 1.1min
gini, None, sqrt, 100, 2, 200, 0.326 ,  24.6s
gini, None, sqrt, 100, 2, 1000, 0.330 , 2.0min
gini, None, sqrt, 100, 10, 500, 0.329 , 1.0min
gini, None, sqrt, 100, 20, 500, 0.341 , 1.0min
gini, None, log2, 1, 2, 500, 0.608 , 1.3min
gini, None, log2, 1, 5, 1000, 0.649 , 2.6min
gini, None, log2, 1, 20, 200, 0.573 ,  30.3s
gini, None, log2, 1, 20, 1000, 0.610 , 2.6min
gini, None, log2, 5, 5, 1000, 0.550 , 2.5min
gini, None, log2, 5, 20, 500, 0.548 , 1.2min
gini, None, log2, 20, 2, 200, 0.522 ,  25.9s
gini, None, log2, 20, 2, 1000, 0.532 , 2.3min
gini, None, log2, 20, 10, 1000, 0.532 , 2.3min
gini, None, log2, 50, 2, 500, 0.438 , 1.1min
gini, None, None, 1, 2, 200, 0.674 , 1.2min
gini, None, None, 1, 5, 200, 0.627 , 1.3min
gini, None, None, 1, 5, 500, 0.692 , 3.1min
gini, None, None, 1, 10, 500, 0.632 , 3.1min
gini, None, None, 1, 20, 200, 0.688 , 1.2min
gini, None, None, 1, 20, 1000, 0.653 , 5.8min
gini, None, None, 5, 5, 1000, 0.610 , 5.8min
gini, None, None, 5, 20, 500, 0.619 , 2.9min
gini, None, None, 20, 2, 500, 0.564 , 2.8min
gini, None, None, 20, 5, 200, 0.559 , 1.1min
gini, None, None, 20, 5, 1000, 0.558 , 5.4min
gini, None, None, 20, 20, 1000, 0.554 , 5.4min
gini, None, None, 50, 5, 500, 0.530 , 2.5min
gini, None, None, 50, 10, 500, 0.533 , 2.5min
gini, None, None, 50, 20, 500, 0.530 , 2.6min
gini, None, None, 100, 2, 500, 0.495 , 2.4min
gini, None, None, 100, 5, 200, 0.476 ,  57.2s
gini, None, None, 100, 5, 1000, 0.470 , 4.7min
gini, None, None, 100, 20, 1000, 0.474 , 4.6min
gini, None, sqrt, 1, 5, 1000, 0.649 , 2.6min
gini, None, sqrt, 1, 20, 1000, 0.612 , 2.5min
gini, None, sqrt, 5, 5, 1000, 0.586 , 2.6min
gini, None, sqrt, 5, 20, 500, 0.548 , 1.3min
gini, None, sqrt, 20, 2, 200, 0.520 ,  28.1s
gini, None, sqrt, 20, 5, 200, 0.539 ,  32.9s
gini, None, sqrt, 20, 5, 200, 0.529 ,  28.1s
gini, None, sqrt, 20, 5, 1000, 0.538 , 2.3min
gini, None, sqrt, 20, 20, 500, 0.532 , 1.2min
gini, None, sqrt, 50, 2, 200, 0.452 ,  25.6s
gini, None, sqrt, 50, 2, 1000, 0.437 , 2.1min
gini, None, sqrt, 50, 10, 1000, 0.471 , 2.1min
gini, None, sqrt, 100, 2, 200, 0.329 ,  23.7s
gini, None, sqrt, 100, 5, 200, 0.343 ,  27.6s
gini, None, sqrt, 100, 5, 200, 0.330 ,  25.9s
gini, None, sqrt, 100, 5, 1000, 0.328 , 2.0min
gini, None, sqrt, 100, 20, 500, 0.335 , 1.0min
gini, None, log2, 1, 2, 200, 0.632 ,  31.8s
gini, None, log2, 1, 2, 1000, 0.618 , 2.7min
gini, None, log2, 1, 10, 1000, 0.647 , 2.6min
gini, None, log2, 5, 2, 1000, 0.570 , 2.5min
gini, None, log2, 5, 10, 500, 0.567 , 1.3min
gini, None, log2, 5, 20, 200, 0.547 ,  28.0s
gini, None, log2, 5, 20, 1000, 0.557 , 2.4min
gini, None, log2, 20, 5, 1000, 0.532 , 2.3min
gini, None, log2, 20, 20, 200, 0.521 ,  29.0s
gini, None, log2, 50, 2, 200, 0.471 ,  30.1s
gini, None, log2, 50, 2, 200, 0.470 ,  26.2s
gini, None, None, 1, 2, 500, 0.665 , 3.1min
gini, None, None, 1, 5, 1000, 0.653 , 5.9min
gini, None, None, 1, 20, 500, 0.687 , 3.0min
gini, None, None, 5, 2, 500, 0.686 , 3.0min
gini, None, None, 5, 5, 500, 0.620 , 2.9min
gini, None, None, 5, 10, 200, 0.632 , 1.2min
gini, None, None, 5, 10, 1000, 0.683 , 5.8min
gini, None, None, 20, 2, 1000, 0.561 , 5.4min
gini, None, None, 20, 10, 500, 0.561 , 2.8min
gini, None, None, 20, 20, 200, 0.559 , 1.1min
gini, None, None, 50, 2, 200, 0.530 , 1.1min
gini, None, None, 50, 2, 200, 0.529 , 1.0min
gini, None, None, 50, 2, 1000, 0.529 , 5.1min
gini, None, None, 50, 10, 200, 0.528 ,  58.5s
gini, None, None, 50, 20, 200, 0.529 , 1.1min
gini, None, None, 50, 20, 200, 0.529 , 1.0min
gini, None, None, 50, 20, 1000, 0.516 , 5.0min
gini, None, None, 100, 5, 500, 0.470 , 2.4min
gini, None, None, 100, 10, 500, 0.468 , 2.4min
gini, None, None, 100, 20, 500, 0.477 , 2.4min
gini, None, sqrt, 1, 2, 200, 0.626 ,  32.1s
gini, None, sqrt, 1, 2, 1000, 0.617 , 2.7min
gini, None, sqrt, 1, 10, 500, 0.607 , 1.3min
gini, None, sqrt, 1, 20, 200, 0.606 ,  33.1s
gini, None, sqrt, 1, 20, 1000, 0.571 , 2.5min
gini, None, sqrt, 5, 5, 500, 0.600 , 1.3min
gini, None, sqrt, 5, 10, 500, 0.575 , 1.3min
gini, None, sqrt, 5, 20, 500, 0.567 , 1.3min
gini, None, sqrt, 20, 2, 200, 0.531 ,  27.1s
gini, None, sqrt, 20, 2, 1000, 0.531 , 2.4min
gini, None, sqrt, 20, 10, 1000, 0.533 , 2.3min
gini, None, sqrt, 50, 2, 500, 0.455 , 1.1min
gini, None, sqrt, 50, 5, 500, 0.471 , 1.1min
gini, None, sqrt, 50, 10, 200, 0.453 ,  26.4s
gini, None, sqrt, 50, 10, 1000, 0.433 , 2.2min
gini, None, sqrt, 100, 2, 1000, 0.324 , 2.0min
gini, None, sqrt, 100, 10, 1000, 0.329 , 2.0min
gini, None, log2, 1, 2, 500, 0.617 , 1.3min
gini, None, log2, 1, 5, 1000, 0.585 , 2.7min
gini, None, log2, 1, 20, 500, 0.605 , 1.3min
gini, None, log2, 5, 2, 200, 0.548 ,  28.0s
gini, None, log2, 5, 2, 1000, 0.577 , 2.5min
gini, None, log2, 5, 10, 1000, 0.588 , 2.5min
gini, None, log2, 20, 2, 500, 0.532 , 1.2min
gini, None, log2, 20, 5, 200, 0.520 ,  26.3s
gini, None, log2, 20, 5, 1000, 0.529 , 2.3min
gini, None, log2, 20, 20, 1000, 0.518 , 2.3min
gini, None, None, 1, 2, 500, 0.648 , 3.0min
gini, None, None, 1, 5, 1000, 0.629 , 6.0min
gini, None, None, 1, 20, 1000, 0.691 , 6.0min
gini, None, None, 5, 5, 500, 0.671 , 3.0min
gini, None, None, 5, 10, 500, 0.608 , 2.9min
gini, None, None, 5, 20, 200, 0.609 , 1.1min
gini, None, None, 5, 20, 1000, 0.692 , 5.7min
gini, None, None, 20, 5, 1000, 0.561 , 5.4min
gini, None, None, 20, 20, 500, 0.552 , 2.7min
gini, None, None, 50, 2, 200, 0.529 ,  59.5s
gini, None, None, 50, 2, 1000, 0.530 , 5.0min
gini, None, None, 50, 10, 1000, 0.531 , 5.0min
gini, None, None, 100, 2, 500, 0.475 , 2.4min
gini, None, None, 100, 5, 200, 0.472 ,  56.3s
gini, None, None, 100, 5, 1000, 0.475 , 4.6min
gini, None, None, 100, 20, 1000, 0.476 , 4.6min
gini, None, sqrt, 1, 5, 1000, 0.603 , 2.5min
gini, None, sqrt, 1, 20, 1000, 0.570 , 2.5min
gini, None, sqrt, 5, 5, 500, 0.558 , 1.3min
gini, None, sqrt, 5, 10, 500, 0.551 , 1.3min
gini, None, sqrt, 5, 20, 200, 0.573 ,  27.6s
gini, None, sqrt, 20, 2, 200, 0.540 ,  32.7s
gini, None, sqrt, 20, 2, 200, 0.529 ,  28.5s
gini, None, sqrt, 20, 2, 1000, 0.538 , 2.3min
gini, None, sqrt, 20, 10, 200, 0.520 ,  28.0s
gini, None, sqrt, 20, 10, 1000, 0.526 , 2.3min
gini, None, sqrt, 50, 2, 1000, 0.470 , 2.2min
gini, None, sqrt, 50, 10, 500, 0.469 , 1.1min
gini, None, sqrt, 50, 20, 200, 0.450 ,  25.0s
gini, None, sqrt, 50, 20, 1000, 0.437 , 2.1min
gini, None, sqrt, 100, 5, 1000, 0.338 , 2.0min
gini, None, sqrt, 100, 20, 500, 0.328 , 1.0min
gini, None, log2, 1, 2, 500, 0.587 , 1.3min
gini, None, log2, 1, 5, 500, 0.640 , 1.4min
gini, None, log2, 1, 10, 500, 0.659 , 1.3min
gini, None, log2, 1, 20, 200, 0.624 ,  30.2s
gini, None, log2, 5, 2, 200, 0.605 ,  35.0s
gini, None, log2, 5, 2, 200, 0.568 ,  31.7s
gini, None, log2, 5, 2, 500, 0.556 , 1.3min
gini, None, log2, 5, 5, 500, 0.558 , 1.3min
gini, None, log2, 5, 10, 500, 0.574 , 1.3min
gini, None, log2, 5, 20, 500, 0.584 , 1.2min
gini, None, log2, 20, 2, 200, 0.516 ,  26.6s
gini, None, log2, 20, 2, 1000, 0.525 , 2.3min
gini, None, log2, 20, 10, 500, 0.525 , 1.2min
gini, None, log2, 20, 20, 500, 0.537 , 1.2min
gini, None, log2, 50, 2, 200, 0.441 ,  26.0s
gini, None, log2, 5, 5, 200, 0.571 ,  29.3s
gini, None, log2, 5, 5, 1000, 0.567 , 2.5min
gini, None, log2, 5, 20, 500, 0.555 , 1.3min
gini, None, log2, 20, 2, 500, 0.540 , 1.2min
gini, None, log2, 20, 5, 200, 0.513 ,  26.8s
gini, None, log2, 20, 5, 1000, 0.527 , 2.3min
gini, None, log2, 20, 20, 1000, 0.532 , 2.3min
gini, None, log2, 50, 5, 500, 0.437 , 1.1min
gini, None, log2, 50, 10, 500, 0.444 , 1.1min
gini, None, log2, 50, 20, 200, 0.440 ,  24.7s
gini, None, log2, 100, 2, 200, 0.338 ,  28.7s
gini, None, log2, 100, 2, 200, 0.327 ,  25.8s
gini, None, log2, 100, 2, 1000, 0.338 , 2.0min
gini, None, log2, 100, 10, 500, 0.336 , 1.0min
gini, None, log2, 100, 20, 200, 0.330 ,  23.2s
gini, None, log2, 100, 20, 1000, 0.343 , 2.1min
gini, 5, None, 1, 5, 500, 0.435 , 1.5min
gini, 5, None, 1, 10, 500, 0.459 , 1.5min
gini, 5, None, 1, 20, 200, 0.461 ,  33.8s
gini, 5, None, 1, 20, 1000, 0.473 , 2.9min
gini, 5, None, 5, 5, 1000, 0.420 , 2.9min
gini, 5, None, 5, 20, 500, 0.430 , 1.5min
gini, 5, None, 20, 2, 200, 0.432 ,  34.5s
gini, 5, None, 20, 2, 1000, 0.433 , 2.9min
gini, 5, None, 20, 10, 1000, 0.433 , 2.9min
gini, 5, None, 50, 2, 500, 0.414 , 1.5min
gini, 5, None, 50, 5, 200, 0.426 ,  34.4s
gini, 5, None, 50, 10, 200, 0.427 ,  39.7s
gini, 5, None, 50, 10, 200, 0.416 ,  37.3s
gini, 5, None, 50, 10, 1000, 0.419 , 2.9min
gini, 5, None, 100, 2, 500, 0.398 , 1.5min
gini, 5, None, 100, 5, 500, 0.394 , 1.5min
gini, 5, None, 100, 10, 200, 0.397 ,  34.1s
gini, 5, None, 100, 10, 1000, 0.385 , 2.8min
gini, 5, sqrt, 1, 5, 200, 0.238 ,  19.1s
gini, 5, sqrt, 1, 5, 200, 0.238 ,  19.0s
gini, 5, sqrt, 1, 5, 500, 0.241 ,  37.9s
gini, 5, sqrt, 1, 10, 500, 0.236 ,  39.5s
gini, 5, sqrt, 1, 20, 200, 0.239 ,  16.5s
gini, 5, sqrt, 1, 20, 1000, 0.238 , 1.2min
gini, 5, sqrt, 5, 5, 500, 0.234 ,  39.0s
gini, 5, sqrt, 5, 10, 500, 0.234 ,  40.1s
gini, 5, sqrt, 5, 20, 500, 0.234 ,  39.0s
gini, 5, sqrt, 20, 2, 500, 0.238 ,  38.1s
gini, 5, sqrt, 20, 5, 200, 0.236 ,  14.5s
gini, 5, sqrt, 20, 5, 1000, 0.234 , 1.3min
gini, 5, sqrt, 20, 20, 1000, 0.238 , 1.3min
gini, 5, sqrt, 50, 5, 500, 0.234 ,  38.9s
gini, None, log2, 50, 5, 200, 0.432 ,  26.0s
gini, None, log2, 50, 10, 200, 0.464 ,  27.8s
gini, None, log2, 50, 10, 200, 0.467 ,  26.5s
gini, None, log2, 50, 10, 1000, 0.468 , 2.1min
gini, None, log2, 100, 2, 200, 0.350 ,  22.7s
gini, None, log2, 100, 2, 1000, 0.332 , 2.0min
gini, None, log2, 100, 10, 1000, 0.335 , 2.0min
gini, 5, None, 1, 2, 500, 0.435 , 1.4min
gini, 5, None, 1, 5, 500, 0.479 , 1.5min
gini, 5, None, 1, 10, 500, 0.438 , 1.5min
gini, 5, None, 1, 20, 200, 0.431 ,  34.6s
gini, 5, None, 5, 2, 200, 0.461 ,  39.7s
gini, 5, None, 5, 2, 200, 0.436 ,  38.8s
gini, 5, None, 5, 2, 500, 0.417 , 1.5min
gini, 5, None, 5, 5, 500, 0.419 , 1.5min
gini, 5, None, 5, 10, 200, 0.470 ,  35.3s
gini, 5, None, 5, 20, 200, 0.461 ,  39.6s
gini, 5, None, 5, 20, 200, 0.439 ,  35.6s
gini, 5, None, 5, 20, 1000, 0.460 , 2.9min
gini, 5, None, 20, 5, 500, 0.417 , 1.5min
gini, 5, None, 20, 10, 200, 0.430 ,  34.6s
gini, 5, None, 20, 20, 200, 0.432 ,  39.9s
gini, 5, None, 20, 20, 200, 0.430 ,  35.7s
gini, 5, None, 20, 20, 1000, 0.417 , 2.9min
gini, 5, None, 50, 5, 500, 0.426 , 1.5min
gini, 5, None, 50, 10, 500, 0.418 , 1.5min
gini, 5, None, 50, 20, 200, 0.415 ,  34.0s
gini, 5, None, 50, 20, 1000, 0.421 , 2.9min
gini, 5, None, 100, 5, 1000, 0.405 , 2.9min
gini, 5, None, 100, 20, 500, 0.397 , 1.4min
gini, 5, sqrt, 1, 2, 500, 0.241 ,  39.4s
gini, 5, sqrt, 1, 5, 200, 0.236 ,  18.8s
gini, 5, sqrt, 1, 5, 500, 0.236 ,  40.0s
gini, 5, sqrt, 1, 10, 500, 0.236 ,  39.9s
gini, 5, sqrt, 1, 20, 500, 0.239 ,  39.2s
gini, 5, sqrt, 5, 2, 200, 0.234 ,  15.3s
gini, 5, sqrt, 5, 2, 1000, 0.234 , 1.3min
gini, 5, sqrt, 5, 10, 1000, 0.234 , 1.2min
gini, 5, sqrt, 20, 2, 200, 0.236 ,  14.6s
gini, 5, sqrt, 20, 5, 200, 0.245 ,  17.9s
gini, 5, sqrt, 20, 5, 200, 0.238 ,  16.2s
gini, 5, sqrt, 20, 5, 1000, 0.236 , 1.3min
gini, 5, sqrt, 20, 20, 500, 0.234 ,  38.2s
gini, 5, sqrt, 50, 2, 200, 0.248 ,  15.2s
gini, 5, sqrt, 50, 2, 1000, 0.240 , 1.2min
gini, 5, sqrt, 50, 10, 1000, 0.234 , 1.3min
gini, 5, sqrt, 100, 2, 500, 0.234 ,  39.4s
gini, 5, sqrt, 100, 5, 500, 0.234 ,  38.0s
gini, None, log2, 20, 20, 500, 0.520 , 1.2min
gini, None, log2, 50, 2, 500, 0.468 , 1.1min
gini, None, log2, 50, 5, 200, 0.443 ,  26.6s
gini, None, log2, 50, 5, 1000, 0.450 , 2.1min
gini, None, log2, 50, 20, 1000, 0.445 , 2.1min
gini, None, log2, 100, 5, 500, 0.326 , 1.0min
gini, None, log2, 100, 10, 500, 0.328 , 1.0min
gini, None, log2, 100, 20, 200, 0.342 ,  23.5s
gini, 5, None, 1, 2, 200, 0.462 ,  38.2s
gini, 5, None, 1, 2, 200, 0.435 ,  36.0s
gini, 5, None, 1, 2, 1000, 0.434 , 2.9min
gini, 5, None, 1, 20, 200, 0.464 ,  37.7s
gini, 5, None, 1, 20, 200, 0.438 ,  36.9s
gini, 5, None, 1, 20, 1000, 0.434 , 3.0min
gini, 5, None, 5, 5, 500, 0.459 , 1.5min
gini, 5, None, 5, 10, 200, 0.421 ,  34.2s
gini, 5, None, 5, 10, 1000, 0.431 , 2.9min
gini, 5, None, 20, 2, 1000, 0.432 , 2.9min
gini, 5, None, 20, 10, 500, 0.429 , 1.5min
gini, 5, None, 20, 20, 500, 0.419 , 1.5min
gini, 5, None, 50, 2, 200, 0.418 ,  34.9s
gini, 5, None, 50, 5, 200, 0.423 ,  39.2s
gini, 5, None, 50, 5, 200, 0.422 ,  35.6s
gini, 5, None, 50, 5, 1000, 0.426 , 2.9min
gini, 5, None, 50, 20, 500, 0.412 , 1.5min
gini, 5, None, 100, 2, 200, 0.393 ,  34.3s
gini, 5, None, 100, 5, 200, 0.403 ,  39.2s
gini, 5, None, 100, 5, 200, 0.393 ,  35.3s
gini, 5, None, 100, 5, 1000, 0.393 , 2.9min
gini, 5, None, 100, 20, 500, 0.389 , 1.5min
gini, 5, sqrt, 1, 2, 500, 0.236 ,  39.2s
gini, 5, sqrt, 1, 5, 200, 0.243 ,  18.5s
gini, 5, sqrt, 1, 5, 1000, 0.238 , 1.3min
gini, 5, sqrt, 1, 20, 200, 0.234 ,  17.2s
gini, 5, sqrt, 1, 20, 1000, 0.236 , 1.3min
gini, 5, sqrt, 5, 5, 500, 0.239 ,  38.9s
gini, 5, sqrt, 5, 10, 500, 0.240 ,  38.5s
gini, 5, sqrt, 5, 20, 500, 0.234 ,  38.6s
gini, 5, sqrt, 20, 2, 500, 0.238 ,  38.2s
gini, 5, sqrt, 20, 5, 200, 0.234 ,  15.9s
gini, 5, sqrt, 20, 5, 1000, 0.240 , 1.3min
gini, 5, sqrt, 20, 20, 1000, 0.236 , 1.3min
gini, 5, sqrt, 50, 5, 500, 0.240 ,  39.2s
gini, 5, sqrt, 50, 10, 500, 0.234 ,  39.5s
gini, 5, sqrt, 50, 20, 500, 0.234 ,  40.2s
gini, 5, sqrt, 100, 2, 200, 0.234 ,  14.5s
gini, 5, sqrt, 100, 5, 200, 0.234 ,  18.2s
gini, 5, sqrt, 100, 5, 200, 0.234 ,  14.3s
gini, None, log2, 5, 20, 200, 0.555 ,  28.7s
gini, None, log2, 5, 20, 1000, 0.571 , 2.5min
gini, None, log2, 20, 5, 1000, 0.519 , 2.3min
gini, None, log2, 20, 20, 500, 0.532 , 1.2min
gini, None, log2, 50, 2, 500, 0.467 , 1.1min
gini, None, log2, 50, 5, 200, 0.453 ,  26.2s
gini, None, log2, 50, 5, 1000, 0.438 , 2.1min
gini, None, log2, 50, 20, 500, 0.452 , 1.1min
gini, None, log2, 100, 2, 500, 0.336 , 1.0min
gini, None, log2, 100, 5, 500, 0.331 , 1.0min
gini, None, log2, 100, 10, 200, 0.341 ,  22.6s
gini, None, log2, 100, 10, 1000, 0.329 , 2.0min
gini, 5, None, 1, 2, 1000, 0.435 , 2.8min
gini, 5, None, 1, 10, 500, 0.434 , 1.5min
gini, 5, None, 1, 20, 500, 0.416 , 1.5min
gini, 5, None, 5, 2, 200, 0.477 ,  34.0s
gini, 5, None, 5, 5, 200, 0.458 ,  40.3s
gini, 5, None, 5, 5, 200, 0.437 ,  34.9s
gini, 5, None, 5, 5, 1000, 0.433 , 2.9min
gini, 5, None, 5, 20, 500, 0.431 , 1.5min
gini, 5, None, 20, 2, 500, 0.419 , 1.5min
gini, 5, None, 20, 5, 200, 0.431 ,  34.1s
gini, 5, None, 20, 5, 1000, 0.430 , 2.9min
